Entry,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Function,Pathways
b2185,4750.31710030549,2.41667958896493,0.20525313837385603,11.774141960076099,5.30541852855701e-32,1.1082893981308499e-30,rplY,50S ribosomal subunit protein L25,eco03010  Ribosome
b3303,18373.6955671033,2.38013328156475,0.21908019793911698,10.8642100196851,1.7069405345305696e-27,2.32231448108184e-26,rpsE,30S ribosomal subunit protein S5,eco03010  Ribosome
b0910,4368.69785384089,2.37927583630177,0.152528141205391,15.5989302531255,7.402409776591219e-55,1.1552113610174398e-52,cmk,cytidylate kinase,"eco00240  Pyrimidine metabolism, eco01100  Metabolic pathways"
b3320,25863.3248805017,2.37845695165325,0.19262440842045697,12.347640525709501,5.01610601618076e-35,1.30467933930662e-33,rplC,50S ribosomal subunit protein L3,eco03010  Ribosome
b3258,506.06175340105904,2.3773312593414797,0.26257796884444895,9.05381083494407,1.38063896077422e-19,9.8199334126917e-19,panF,pantothenate:sodium symporter,
b0170,25413.377541497997,2.36330026901586,0.17596500730724599,13.430512720574,4.006280386115259e-41,1.80146811260403e-39,tsf,translation elongation factor EF-Ts,
b2559,255.651811058073,2.35686380316132,0.21384798025204896,11.021211424973199,3.01967479830562e-28,4.37770340978405e-27,tadA,tRNA-specific adenosine deaminase,
b0685,419.031638707874,2.35159769292642,0.239871703596921,9.80356439573226,1.08681366404809e-22,1.01169005288406e-21,ybfE,"LexA-regulated protein, CopB family",
b2010,390.77416101459295,2.33742543216316,0.39940772224886895,5.852228942901419,4.85028326312592e-09,1.47905764334173e-08,dacD,D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6b,"eco00550  Peptidoglycan biosynthesis, eco01100  Metabolic pathways"
b3319,19233.552138613602,2.33656440568625,0.225009689425525,10.3842835019761,2.92356212981548e-25,3.357666809697169e-24,rplD,50S ribosomal subunit protein L4,eco03010  Ribosome
b3318,11161.7725581092,2.330298493894,0.20791349209291196,11.2080195971729,3.7243306362884096e-29,6.214244766083749e-28,rplW,50S ribosomal subunit protein L23,eco03010  Ribosome
b3705,6608.83835810423,2.324848559955,0.173895009130737,13.369265579135401,9.14392121969044e-41,3.97685622882602e-39,yidC,membrane protein insertase,"eco02024  Quorum sensing, eco03060  Protein export, eco03070  Bacterial secretion system"
b0911,42267.368507881,2.3180822401255297,0.17271103595531304,13.4217378021246,4.5101160863491996e-41,1.9942229961807396e-39,rpsA,30S ribosomal subunit protein S1,eco03010  Ribosome
b3238,3240.89993600046,2.3171675716528597,0.48844515980462105,4.74396669746862,2.09573317363313e-06,4.90730812855136e-06,yhcN,"cadmium and peroxide resistance protein, stress-induced",
b3186,13278.932617976201,2.3078506330120496,0.15945751578894102,14.473138011674099,1.7911062556251103e-47,1.39758967534512e-45,rplU,50S ribosomal subunit protein L21,eco03010  Ribosome
b3231,13597.9783528392,2.30279767200681,0.168969320789484,13.6284957603389,2.7111094884007803e-42,1.30774063140496e-40,rplM,50S ribosomal subunit protein L13,eco03010  Ribosome
b2378,1106.3205530278801,2.30191383389762,0.310760854188891,7.40734813561311,1.28849899820828e-13,5.774303787578679e-13,lpxP,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,
b3492,433.773853330314,2.29553163326629,0.252836350761534,9.07912025447384,1.09455950745834e-19,7.8482874953702e-19,yhiN,putative oxidoreductase,
b3341,16918.2490567411,2.29522333476486,0.140238466755612,16.366574648628,3.313454261770599e-60,1.2557991652110599e-57,rpsG,30S ribosomal subunit protein S7,eco03010  Ribosome
b3342,8245.31623749566,2.2901917612391602,0.16042642401709,14.2756517529506,3.1037246923186798e-46,2.1668898970319596e-44,rpsL,30S ribosomal subunit protein S12,eco03010  Ribosome
b1344,834.0600999811279,2.2873530199910297,0.18811564178335197,12.1592920094615,5.12004952637081e-34,1.23486285395107e-32,ttcA,"tRNA s(2)C32 thioltransferase, iron sulfur cluster protein",
b1605,296.61332533557703,2.2872850037387003,0.222913110087685,10.2608814835475,1.0573707200371e-24,1.1496739837124697e-23,ydgI,putative arginine/ornithine antiporter transporter,
b1079,84.4416227485959,2.28282450766979,0.648178530678573,3.52190700497272,0.000428454413074994,0.000756783993267616,flgH,flagellar protein of basal-body outer-membrane L ring,eco02040  Flagellar assembly
b0423,1318.38143949891,2.27850404908151,0.17937961755189397,12.702134613607099,5.753857225675679e-37,1.7346571840588198e-35,thiI,tRNA s(4)U8 sulfurtransferase,"eco00730  Thiamine metabolism, eco01100  Metabolic pathways, eco04122  Sulfur relay system"
b0635,1389.3940268362,2.25261349202719,0.181092815318031,12.4389997917432,1.6050110257291198e-35,4.34499413393813e-34,mrdA,"penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis","eco00550  Peptidoglycan biosynthesis, eco01501  beta-Lactam resistance"
b1880,54.2139435746289,2.2371537318604,0.660963454307207,3.3846859720940095,0.0007125972817293981,0.00122443043291975,flhB,"flagellin export apparatus, substrate specificity protein",eco02040  Flagellar assembly
b3165,7631.74224437445,2.23692902648979,0.16992402132540502,13.1642895986204,1.4085625310386901e-39,5.415820862095149e-38,rpsO,30S ribosomal subunit protein S15,eco03010  Ribosome
b1088,10211.0692589049,2.23638349829766,0.169705692024724,13.178011129832,1.1744632602347199e-39,4.6505239244816595e-38,yceD,DUF177 family protein,
b1131,1712.3695423000302,2.23624620489265,0.226646798027279,9.86665694974208,5.80676851010957e-23,5.50191316332882e-22,purB,adenylosuccinate lyase,"eco00230  Purine metabolism, eco00250  Alanine, aspartate and glutamate metabolism, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01130  Biosynthesis of antibiotics"
b3170,1904.5214151109699,2.22785331033081,0.14537187822293499,15.3252013908377,5.189346082121199e-53,7.648519531037518e-51,rimP,ribosome maturation factor for 30S subunits,
b2174,417.353026981605,2.22276285664202,0.19182955803238397,11.587176029810697,4.786546360351499e-31,9.476647383591438e-30,lpxT,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,
b3169,9973.0125352098,2.21987943186855,0.14148837461171201,15.6894828847995,1.7850378355880396e-55,3.382646698439339e-53,nusA,transcription termination/antitermination L factor,
b0477,1234.03075395757,2.2157792463263797,0.251375177972618,8.8146302439127,1.2008070638252e-18,7.808189069432009e-18,gsk,inosine/guanosine kinase,eco00230  Purine metabolism
b4050,167.465136582063,2.19878091276243,0.295659317475123,7.43687339719113,1.03096269081822e-13,4.67545986109527e-13,pspG,phage shock protein G,
b0169,40394.5279958818,2.19061855938866,0.143089672141535,15.3094107115001,6.616064190339928e-53,9.238114893143069e-51,rpsB,30S ribosomal subunit protein S2,eco03010  Ribosome
b3302,4788.3503775164,2.18487964315437,0.23845365898112397,9.16270126652715,5.0614173034712995e-20,3.8039490385578996e-19,rpmD,50S ribosomal subunit protein L30,eco03010  Ribosome
b0815,403.030252279689,2.17730205662197,0.2404294778434,9.05588647511899,1.35462931412248e-19,9.66083755474982e-19,opgE,OPG biosynthetic transmembrane phosphoethanolamine transferase,
b0023,6561.97475363197,2.17647206406273,0.19199323532,11.3361914050521,8.68422007358583e-30,1.5359490570148798e-28,rpsT,30S ribosomal subunit protein S20,eco03010  Ribosome
b3589,96.63832076407301,2.176139055398,0.49016238353214203,4.43962884241871,9.01141530913419e-06,1.9532095437200198e-05,yiaY,L-threonine dehydrogenase,"eco00010  Glycolysis / Gluconeogenesis, eco00071  Fatty acid degradation, eco00350  Tyrosine metabolism, eco00625  Chloroalkane and chloroalkene degradation, eco00626  Naphthalene degradation, eco01100  Metabolic pathways, eco01110  Biosynthesis of secondary metabolites, eco01120  Microbial metabolism in diverse environments, eco01130  Biosynthesis of antibiotics, eco01220  Degradation of aromatic compounds"
b0859,514.629838198795,2.16237927740674,0.195612746955183,11.054388382481802,2.0875480505534597e-28,3.12896326447363e-27,rlmC,"23S rRNA m(5)U747 methyltransferase, SAM-dependent",
b3088,84.04082346039,2.1568554590972298,0.27123956699206797,7.95184671254213,1.8375153183931195e-15,9.672476467652678e-15,alx,putative membrane-bound redox modulator,
b3262,164.389178982981,2.15637513522661,0.228366177298157,9.44262044729692,3.6357104550483795e-21,2.97701846828498e-20,yhdJ,"DNA adenine methyltransferase, SAM-dependent",
b3637,4483.03348932016,2.1553280706263,0.18221400543764302,11.8285532742097,2.77890001658207e-32,5.85112836824781e-31,rpmB,50S ribosomal subunit protein L28,eco03010  Ribosome
b1652,503.75659387970296,2.15073647040805,0.223375532263746,9.62834402054658,6.06997660914148e-22,5.2284571246923204e-21,rnt,RNase T; exoribonuclease T; structured DNA 3' exonuclease; RNA processing; DNA repair,
b3700,697.540920391064,2.14136229711427,0.140184298416123,15.275336263108699,1.1165061457536898e-52,1.3464049112202397e-50,recF,gap repair protein,eco03440  Homologous recombination
b1055,1257.77943260303,2.13692047601245,0.217457473874775,9.82684309688529,8.628107868943621e-23,8.0599894986998e-22,yceA,putative rhodanese-related sulfurtransferase,
b3340,63379.66107971231,2.12487705716243,0.18837740357187197,11.279893537505501,1.64945473411112e-29,2.8789496115768397e-28,fusA,"protein chain elongation factor EF-G, GTP-binding",
b3918,334.630898675126,2.12294114889505,0.188855014706587,11.241116113296401,2.56123488663081e-29,4.38384268014937e-28,cdh,CDP-diacylglycerol phosphotidylhydrolase,"eco00564  Glycerophospholipid metabolism, eco01110  Biosynthesis of secondary metabolites"
b1081,146.076463879275,2.11286823326122,0.560370716981712,3.77048294857666,0.000162931935330283,0.000302490150056851,flgJ,flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase,
b3071,353.759548234637,2.10985180152441,0.415999790990378,5.07176168646972,3.94149788136406e-07,9.91165296612213e-07,yqjI,PadR family putative transcriptional regulator,
b3259,895.687719934238,2.10967063917309,0.18406119801603102,11.4617891327065,2.0523086118336497e-30,3.83434841351739e-29,prmA,methyltransferase for 50S ribosomal subunit protein L11,
b3306,20017.4518415028,2.1075197542964097,0.188965044919883,11.152960883267902,6.926255156595739e-29,1.11365787457264e-27,rpsH,30S ribosomal subunit protein S8,eco03010  Ribosome
b3984,14662.0378924586,2.10535582577081,0.24854612756463104,8.47068448179037,2.4395521433190397e-17,1.50165471838177e-16,rplA,50S ribosomal subunit protein L1,eco03010  Ribosome
b3636,221.975760756912,2.0927272488412196,0.26317356781782697,7.951889949259031,1.8368739717256102e-15,9.672476467652678e-15,rpmG,50S ribosomal subunit protein L33,eco03010  Ribosome
b3547,772.293404865679,2.09231423524143,0.826518423601158,2.53147924534479,0.0113582539165312,0.0166575166614468,yhjX,"pyruvate-inducible inner membrane protein, putative transporter",
b3310,22086.405092635297,2.09084197895336,0.15869693092047799,13.175062471756801,1.2212630614455e-39,4.764721914727819e-38,rplN,50S ribosomal subunit protein L14,eco03010  Ribosome
b0945,556.615172214803,2.08303613465162,0.20146985462427602,10.3391951045793,4.6845549413150195e-25,5.2439342866281696e-24,pyrD,"dihydro-orotate oxidase, FMN-linked","eco00240  Pyrimidine metabolism, eco01100  Metabolic pathways"
b3294,2183.5925941220803,2.08104424726713,0.212308803719258,9.80196869282422,1.1041237468945e-22,1.0242098952836098e-21,rplQ,50S ribosomal subunit protein L17,eco03010  Ribosome
b3301,14008.225087966499,2.07728489539267,0.251259896229587,8.26747493955251,1.36825991151236e-16,7.925750098782309e-16,rplO,50S ribosomal subunit protein L15,eco03010  Ribosome
b3308,18950.3672568056,2.0706443725965697,0.173608407609826,11.9270973169123,8.550317992052639e-33,1.92237234177251e-31,rplE,50S ribosomal subunit protein L5,eco03010  Ribosome
b0661,1697.3353372935999,2.0679546651249296,0.198919361503899,10.395944615398301,2.58710643399131e-25,3.0103479690258502e-24,miaB,tRNA-i(6)A37 methylthiotransferase,
b0807,344.43758065002,2.06188167924435,0.30485237440087604,6.76354147904065,1.3465879753923899e-11,5.14769149670896e-11,rlmF,"23S rRNA m(6)A1618 methyltransferase, SAM-dependent",
b3965,690.145359546467,2.0532835542993997,0.205091864492638,10.0115309760281,1.35637058327963e-23,1.35280118700784e-22,trmA,"tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase",
b1807,675.358878939572,2.05130093296397,0.183468329634249,11.1806813582121,5.0699228950852e-29,8.35435120537953e-28,tsaB,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD,
b2511,3758.98278238345,2.0492108184745703,0.12472532336486801,16.4297895823438,1.1706444225461199e-60,5.176199421691429e-58,der,GTPase; multicopy suppressor of ftsJ,
b1091,1853.1975881258,2.0409793986235902,0.15551550718915802,13.1239606616277,2.4005358355601396e-39,8.845307738529248e-38,fabH,3-oxoacyl-[acyl-carrier-protein] synthase III,"eco00061  Fatty acid biosynthesis, eco01100  Metabolic pathways, eco01212  Fatty acid metabolism"
b4105,28.1362993052912,2.0383156027410503,0.5763431172783521,3.53663562838493,0.000405258357917631,0.000717723914255991,phnD,phosphonate ABC transporter periplasmic binding protein,eco02010  ABC transporters
b4062,172.14758133074798,2.02610202758503,0.333676397083837,6.072056775043531,1.26282266552116e-09,4.09068196779931e-09,soxS,superoxide response regulon transcriptional activator; autoregulator,
b1125,230.331919302963,2.0157794104858797,0.31472208823831604,6.40495054468334,1.50418130078104e-10,5.299592285487519e-10,potB,spermidine/putrescine ABC transporter permease,eco02010  ABC transporters
